Titre,Prénoms auteuricexs,Anciennes catégories,Nouvelles catégories,Langues,ID,Créé le,Modifié le,Noms auteuricexs,Commentaires,Nombre exemplaires
N°7; septembre 2022; Réinventer la famille,,23; 33; 40,T; F; H; F5,FR,1059,2023-02-09,2023-02-09,LA DéFERLANTE,,1
N°4; décembre 2021; S'aimer,,23,T,FR,1060,2023-02-09,2023-02-09,La Déferlante,,1
"Noirceur - Race, genre, classe et pessimisme dans la pensée africaine américaine au 21e siècle",Norman,16; 38,C; D,FR,1061,2023-04-06,2023-04-06,Ajari,,1
"La prochaine fois, le feu",James,16,C,FR,1062,2023-04-06,2023-04-06,BALDWIN,,1
La race tue deux fois - Une histoire des crimes racistes en France (1970-2000),Rachida,16,C,FR,1063,2023-04-06,2023-04-06,Brahim,,1
Poemi dalla Negritudine,A; L-G; B; D; LS,16,C,IT,1064,2023-04-06,2023-04-06,Césaire; Damas; Diop; Diop; Rabearivelo; Senghor,,1
Kiffe ta race - Explorer les questions raciales sans tabou,Rokhaya ; Grace,16,A; A2,FR,1065,2023-04-06,2023-04-06,Diallo ; Ly,,1
Why I'm no longer talking to white people about race,Reni,16,C,EN,1066,2023-04-06,2023-04-06,Eddo-Lodge,,1
La marche pour l'égalité et contre le racisme,Abdellali,16,C,FR,1067,2023-04-06,2023-04-06,Hajjat,,1
Les jacobins noirs - Toussaint Louverture et la révolution de Saint Domingue,CLR,16,C; Q; Q3,FR,1068,2023-04-06,2023-04-06,James,,1
A nos humanités révoltées,,10; 20,K; K2:A; A2,FR,1069,2023-04-06,2025-01-22,KIYÉMIS,,1
Born a crime - Stories from a South African Childood,Trevor,16,C,EN,1070,2023-04-06,2023-04-06,Noah,,1
J'étouffe,Raoul,16,C,FR,1072,2023-04-06,2024-01-18,Peck,,
Libye,Francesca; Gianluca,36; 42,Z; L,FR,1074,2023-04-06,2023-04-06,Mannocchi; Constantini,Tri; à checker,
Ishamane; L'intégrale,Sasha; Christophe,36,L; I; I1; Q; Q3,FR,1075,2023-04-06,2023-04-06,Girard,,
Annie Sullivan & Helen Keller,Joseph,42,L; N,FR,1076,2023-04-12,2023-04-12,Lambert,,1
L'amour de nous-mêmes,Erika,24,J; F,FR,1077,2023-04-12,2023-04-12,Nomeni,,1
Glisser nue sur la rampe du temps,Souad,10,K,FR,1078,2023-04-12,2023-04-12,LABBIZE,,1
Ces plantes qui guérissent,Robert,1,Q; Q4,FR,1079,2023-04-12,2023-04-12,QUINCHE,,1
Un/Doing race - Racialisation en Suisse,,16; 27,C,FR,1080,2023-04-12,2024-01-03,COLLECTIF,,1
Textes à lire à voix haute,,10,K; K2,FR,1081,2023-04-12,2024-01-04,COLLECTIF,,1
La fille aux mains magiques,Nnedi,41,,FR,1082,2023-05-17,2023-05-17,Okorafor,,1
Love me tender,Constance,33,F,FR,1083,2023-07-05,2023-07-05,DEBRÉ,,1
Fierce femmes and notorious liars - A dangerous trans girl's confabulous memoir,Thom,24; 2,J; B,EN,1084,2023-07-05,2024-10-09,Kai Cheng,,1
Les miroirs vagabonds ou la décolonisation des savoirs,Seloua,16,C,FR,1085,2023-07-05,2023-07-05,LUSTE BOULBINA,,1
Amours silenciées,Christelle,33,F,FR,1086,2023-07-05,2023-07-05,Murhula,,1
L'appropriation culturelle,Rodney,16,C,FR,1087,2023-07-05,2023-07-05,William,,1
Mémoires de la plantation,Grada,16,C,FR,1089,2023-07-05,2023-07-05,Kilomba,,1
Transidentités et transitudes,Karine ; Maud-Yeuse,2; 19,A; A1; B,FR,1090,2023-07-05,2023-07-30,Espineira ; Thomas,,1
L'amoureuse de Simone,Elsa ; Amélie-Anne,41,M,FR,1092,2023-07-05,2023-07-05,Kedadouche ; Calmo,,1
Les crocodiles sont toujours là,Juliette;Thomas,15,L; A; A4,FR,1093,2023-07-12,2023-07-12,Boutant;Mathieu,,1
Dis bonjour sale pute,Emmanuela,15; 32,A; A5; A6,FR,1094,2023-07-12,2023-07-12,TODOROVA,,1
Abolir la police - Echos des états unis,MATSUDA,32; 13; 16; 28,Q; Q3; C; A2,FR,1095,2023-07-12,2025-02-12,COLLECTIF,,1
Au delà du personnel - Pour une transformation politique du personnel,Corinne;Léo,33,A; F,FR,1096,2023-07-12,2023-07-12,MONNET;VIDAL,,1
POSTPORNO,VALENTINE,18,E,IT,1098,2023-07-12,2023-07-12,FLUIDA WOLF,,1
Les infréquentables - 40 histoires de femmes sans foi ni loi,,22,U,FR,1099,2023-07-19,2023-07-19,COLLECTIF,,1
Trash - Vilaines histoires et filles coriaces,Dorothy,22,U,FR,1100,2023-07-19,2023-07-19,Allison,,1
Rassemblez-vous en mon nom,Maya,22,U,FR,1101,2023-07-19,2023-07-19,Angelou,,1
Rose Ausländer - L'autre grande voix juive de la bucovine,Sabine,22; 10,U; K; K2,FR,1102,2023-07-19,2023-07-19,Aussenac,,1
Lakota Woman - Ma vie de femme sioux,Mary,22,U; C; C1; A; A2; A2b,FR,1103,2023-07-19,2023-07-19,Crow Dog,,1
The good girls - Un meurtre ordinaire,Sonia,22,U; A; A4; Z,FR,1104,2023-07-19,2023-07-19,Faleiro,Enquête journalistique,1
Tu seras une bonne fille,Jasmin,22,U,FR,1105,2023-07-19,2023-07-19,Darznik,,1
Les sorcières de la littérature,Taisia; Katu,22,U,FR,1106,2023-07-19,2023-07-19,KITAISKAIA; HORAN,,1
Incidents in the life of a slave girl,Harriet,22,U; C,EN,1107,2023-07-19,2023-07-19,JACOBS,,1
Heart berries - a memoir,Terese Marie,22,U; C; C1; N,EN,1108,2023-07-19,2023-07-19,MAILHOT,,1
Pas pour les filles?,Mélissa,22,U,FR,1109,2023-07-19,2023-07-19,PLAZA,,1
Mon histoire - UNe vie de lutte contre la ségrégation raciale,Rosa,22,U; C,FR,1110,2023-07-19,2023-07-19,PARKS,,1
Les noirs n'existent pas,Tania,22,U; C,FR,1111,2023-07-19,2023-07-19,DE MONTAIGNE,,1
Réflexions autour d'un tabou - l'infanticide,,3; 40,G; G1,FR,1112,2023-07-19,2023-07-19,COLLECTIF,,1
Les tricoteuses,Emile,24,,FR,1113,2023-07-19,2023-07-19,FLEUVE,,1
Santé LGBT - les minorités de genre et de sexualité face aux soins,,30; 19,A; A1; G; G4,FR,1114,2023-07-26,2023-07-26,COLLECTIF,,1
J'ai un enfant et je souffre d'un trouble alimentaire,Nathalie,30,G:G3,FR,1115,2023-07-26,2023-07-26,GETZ,,1
Ma crohn de vie - Histoire d'une rescapée de l'intestin malade,Juliette,42; 30,L; G; G3,FR,1116,2023-07-26,2023-07-26,MERCIER,,1
De l'importance des poils du nez,,42; 30,L; G3,FR,1117,2023-07-26,2024-01-04,NOEMIE,,1
Dykes To Watch Out For - New Improved !,Alison,42,L; E; E4,EN,1118,2023-07-26,2023-07-26,BECHDEL,,1
Ni bon ni mauvais ni tout à fait le contraire,Marie,42; 6,L; E; E3,FR,1119,2023-07-26,2023-07-26,BOISEAU,,1
La différence invisible,Mademoiselle; Julie,42; 14,L; N; N1,FR,1120,2023-07-26,2023-07-26,CAROLINE; DACHEZ,,1
M'explique pas la vie mec!,Rokhaya;Blachette,42,L,FR,1121,2023-07-26,2023-07-26,DIALLO,,1
Ca va merveilleusement bien,Ruby,42,L,FR,1122,2023-07-26,2023-07-26,ELLIOT,,1
WAKE - L'histoire cachée des femmes meneuses de révoltes d'esclaves,REBECCA ; HUGO,42; 20; 16,L; A; A2; 3; Q; Q3,FR,1123,2023-07-26,2023-07-26,HALL ; MARTINEZ,,1
Droit d'asile,Etienne,42,L,FR,1124,2023-07-26,2023-07-26,GENDRIN,,1
Le bal des folles,Arianna; Véro,42; 14,L; N; N1,FR,1125,2023-07-26,2023-07-26,MELONE;CAZOT,,1
Giana,Arianna,42,L,FR,1126,2023-07-26,2023-07-26,MELONE,,1
Le bleu est une couleur chaude,Julie,42,L; E4,FR,1127,2023-07-30,2023-07-30,MAROH,,1
Miss Davis - La vie et les combatsa de Angela Davis,Sybille ; Amazing,42; 22,L; U,FR,1128,2023-07-30,2023-07-30,TITEUX DE LA CROIX ; AMEZIANE,,1
Cet amour,Valentine,42,L,FR,1129,2023-07-30,2023-07-30,SAFATLY,,1
Mon petit AVC,MARGOT,42,L; N,FR,1130,2023-07-30,2023-07-30,TURCAT,,1
L'origine du monde,LIV,42,L,FR,1131,2023-07-30,2023-07-30,STRÖMQUIST,,1
On l'appelait Vermicelle,Fanny,42,L,FR,1132,2023-07-30,2023-07-30,VELLA,,1
Love my life,Ebine,42,L; E; E4; F; F5,FR,1133,2023-07-30,2023-07-30,YAMAJI,,1
Gender - a graphic guide,Meg-John; Jules,2,A; A1,EN,1134,2023-07-30,2023-07-30,BARKER;SCHEELE,,1
La fin des monstres,TAL,2,A; A1; B,FR,1135,2023-07-30,2023-07-30,MADESTA,,1
Je suis un monstre qui vous parle,Paul B.,2,A; A1,FR,1136,2023-07-30,2023-07-30,PRECIADO,,1
Contrechant,Audre,10,,FR,1137,2023-08-30,2023-08-30,Lorde,,1
When I dare to be powerful,Audre,10,,FR,1138,2023-08-30,2023-08-30,Lorde,,1
"Queer & trans artists of color, volume two",Nia ; Elena,11,U,EN,1139,2023-08-30,2023-08-30,King ; Rose,,1
Pretty sure this plant is queer,,11,W; W1,EN,1140,2023-09-06,2023-09-06,COLLECTIF,A CONSULTER SUR PLACE,1
Trois femmes puissantes,Marie,24,J,FR,1141,2023-09-06,2023-09-06,NDIAYE,,1
Cher connard,Virginie,24,J,FR,1142,2023-09-06,2023-09-06,DESPENTES,,2
Blanche - Tire sa révérence,Barbara,24,J,FR,1143,2023-09-06,2023-09-06,NEELY,,1
La fille pas sympa - La vie chaotique et turbulente d'une jeune autiste Asperger,Julia,22; 14,U; N,FR,1144,2023-09-06,2024-10-09,MARCH,,1
Les nuits bleues,Anne-Fleur,24,J,FR,1145,2023-09-06,2023-09-06,MULTON,,1
Manifesto - On never giving up,Bernadine,22; 20,U; C; D,EN,1146,2023-09-06,2023-09-06,EVARISTO,,1
La discrétion,Faïza,24,J,FR,1147,2023-09-06,2023-09-06,GUÈNE,,1
Underground railroad,Colson,24,J,FR,1148,2023-09-06,2023-09-06,WHITEHEAD,,1
La fille au Leica,HELENA,24,J,FR,1149,2023-09-06,2023-09-06,JANECZEK,,1
Neon pink & blue,X,24,J,FR,1150,2023-09-06,2023-09-06,SCHNEEBERGER,,1
où j'apprends à ma mère à donner naissance,Shire,10,K; K2,FR,1151,2023-09-06,2023-09-06,WARSAN,,1
Atteindre l'aube,,24,J,FR,1152,2023-09-06,2023-09-06,DIGLEE,,1
LubriciT,,18,E; E4,FR,1153,2023-09-06,2024-01-04,Soan;Ti,,1
Djinns,Seyanabou,24; 14,J; N,FR,1154,2023-09-06,2023-09-06,SONKO,,1
Entretien avec Lucie Rivers-Moore du groupe psy psy,,14,N,FR,1155,2023-09-06,2023-09-06,COLLECTIF,,1
Trans teen survival guide,Owl;Fox,2,B,EN,1156,2023-09-06,2023-09-06,FISHER,,1
Ainsi je suis venue - Autobiographie d'une indienne paiute,Sarah,22,U; A; A2; A2b,FR,1157,2023-09-06,2023-09-06,WINNMUCCA HOPKINS,,1
Le génocide voilé,Tidiane,16,C,FR,1158,2023-09-06,2023-09-06,N'DIAYE,,1
A short history of queer woman,Kirsty,19,A; A1,EN,1159,2023-09-06,2023-09-06,LOEHR,,1
Les chants du placard,Luz,24,J,FR,1160,2023-09-06,2023-09-06,VOLCKMANN,,1
The absolutely true diary of a part-time indian,Alexie,22,U; C; C1,EN,1161,2023-09-06,2023-09-06,SHERMAN,,1
Rivage de la colère,Caroline,24,J,FR,1162,2023-09-06,2023-09-06,LAURENT,,1
Roxane vend ses culottes,Maybelline,42,L,FR,1163,2023-09-06,2023-09-06,SKVORTZOFF,,1
The ballad of the sad café,Carson,24,J,EN,1164,2023-09-06,2023-09-06,MC CULLERS,,1
Lait noir,Elif,22,U; H,FR,1165,2023-09-06,2023-09-06,SHAFAK,,1
La prophétie de Dali,Balla,24,J,FR,1166,2023-09-06,2023-09-06,FOFANA,,1
On en a gros - Chroniques d'un sexisme ordinaire,,42,L; A; A4,FR,1167,2023-09-06,2024-03-18,Gomaru,,1
Dicklit et T Claques,Out trans,2; 18,B; E; E4,FR,1168,2023-09-06,2023-09-06,COLLECTIF,,1
Théorie queer et cultures populaires,Teresa,19,A; A1,FR,1169,2023-09-06,2023-09-06,DE LAURETIS,,1
La pensée straight,Monique,19,A; A1,FR,1170,2023-09-06,2023-09-06,WITTIG,,1
The Waves,Virginia,24,J,EN,1171,2023-09-06,2023-09-06,WOOLF,,1
Le testament des solitudes,Emmelie,24,J,FR,1172,2023-09-06,2023-09-06,PROPHÈTE,,1
International Feminist Fiction,,24,J; J1; V,EN,1173,2023-09-06,2023-09-06,COLLECTIF,,1
La peine de mort n'a jamais été abolie - Dits et écrits de prison,L'envolée,13,Q,FR,1174,2023-09-06,2023-09-06,COLLECTIF,,1
Enfiler la chemise de l'aïeul,Souad,10,K; K2,FR; AR,1175,2023-09-13,2023-09-13,Labbize,,1
Comradely greetings - The Prison Letters of Nadya and Slavoj,Nadya;Slavoj,22,U,FR,1176,2023-09-13,2023-09-13,Tolokonnikova;Zizek,,
Joie militante - Construire des luttes en prise avec leurs mondes,carla;nick,25,,FR,1177,2023-09-13,2023-09-13,bergman;montgomery,,1
Les pédales & leurs ami.es entre les révolutions,Larry;Ned,39,K; K2,FR,1178,2023-09-13,2023-09-13,Mitchell;Asta,,1
Un monde sans restaurants,,25,D,FR,1179,2023-09-13,2025-02-12,COLLECTIF,,1
Manifeste pour une démocratie déviante,Costanza,19,A; A1,FR,1180,2023-09-13,2023-09-13,Spina,,1
La Rose dans le bus jaune,Eugène,16,C; C1,FR,1181,2023-09-13,2023-09-13,Ébodé,,1
Aya de Yopougon - tome 6,Marguerite;Clément,42,L,FR,1182,2023-09-13,2023-09-13,Abouet;Oubrerie,,
Fantasy & Féminismes aux intersections du/des genre(s),.,11,A; A1; W,FR,1183,2023-09-13,2023-09-13,COLLECTIF,,1
Les mecs lourds et le paternalisme lubrique,Natacha,37,A; A6,FR,1184,2023-09-13,2023-09-13,Henry,,1
Dysphoria mundi,Paul B.,2; 14; 19; 44,A1; B; Y1,FR,1185,2023-09-20,2023-09-20,Preciado,,1
Non-Binary Lives,,2; 19,A1; B1,EN,1186,2023-09-20,2023-09-20,COLLECTIF,,1
Out of Darkness,Ashley Hope,24,C; J,EN,1187,2023-09-20,2023-09-20,Pérez,,1
Journal d'Anne Frank,Anne,22; 36; 41,M; Q6; U,FR,1188,2023-09-20,2023-09-20,Frank,,1
Wie die Polizei verhört und wie wir uns dagegen verteidigen können,Projet-Evasions,13; 27; 32,Q3,DE,1189,2023-09-20,2025-02-10,COLLECTIF,,1
Végétarielles - paroles de femmes autour du végétarisme,,22; 26,R; U,FR,1190,2023-09-20,2023-09-20,COLLECTIF,,1
Gribiche,,24,J,FR,1191,2023-09-20,2023-09-20,Colette,,1
Je sais pourquoi chante l'oiseau en cage,Maya,16; 22; 24,C; J; U,FR,1192,2023-09-20,2023-09-20,Angelou,,1
You don't look gay,Julius,19,A1,DE,1193,2023-09-20,2023-09-20,Thesing,,1
Vivantes,Françoise,24,J,FR,1194,2023-09-20,2023-09-20,Colley,,1
Bintou la casse-cou,,41,M,FR,1195,2023-10-04,2023-10-04,Atinuke,,1
Rosa la rouge,Kate,22,U,FR,1196,2023-10-04,2023-10-04,Evans,,1
Vivantes - Des femmes qui luttent en Amérique Latine,Elina,10; 20; 37,A; A2; A3; K2,FR,1197,2023-10-04,2023-10-04,Fronty,,1
Was gilt LGBTI - Meine Rechte,,8; 19,A1; P,DE,1198,2023-10-04,2025-02-12,COLLECTIF,,1
Histoire du consentement,Maëlle,15; 28,A; A4; F6,FR,1199,2023-10-04,2023-10-04,Bernard,,1
Fat and queer _ An anthropology of Queer and Trans Bodies and Lives,,2; 6; 19,B; E3,EN,1200,2023-10-04,2025-02-12,COLLECTIF,,1
Le Berceau des dominations - Anthropologie de l'inceste,Dorothée,15,H; H5,FR,1201,2023-10-20,2023-10-20,DUSSY,,1
Le mythe de la virilité - Un piège pour les deux sexes,Olivia,21,A; A6,FR,1202,2023-10-20,2023-10-20,GAZALÉ,,1
Provo's white bicycle plan : collisions and convergences,Alan,34,Z,EN,1203,2023-10-20,2023-10-20,SMART,urbanisme,1
The provo bicycle trick,Alan,34,Z,EN,1204,2023-10-20,2023-10-20,SMART,urbanisme,1
l'enfant silence,Cécile;Benjamin,41,M,FR,1205,2023-10-20,2023-10-20,ROUMIGUIÈRE ; LACOMBE,,1
Théologie queer,Linn Marie,19,A; A1,FR,1206,2023-10-20,2023-10-20,TONSTAD,,1
(une nuit),Kenza;Saena;Inès;Odélia,42,L,FR,1207,2023-10-20,2023-10-20,ALOUI;DELACROIX-SADIGHIYAN;WEILL-ROCHANT;KAMMOUN,,1
Comment la police interroge et comment s'en défendre,Projet Évasions,13; 27; 32,Q; Q3; Q5,FR,1208,2023-10-20,2025-02-10,COLLECTIF,,2
Les soleils des indépendances,Ahmadou,24,J,FR,1209,2023-10-20,2023-10-20,KOUROUMA,,1
Laisse tomber la nuit,Agnès,24,J,FR,1210,2023-10-20,2023-10-20,MASCAROU,,1
"Testo junkie - sexe, drogue, et biopolitique",Paul B.,2,B; A; A1,FR,1211,2023-10-20,2023-10-20,PRECIADO,,1
Les cieux pétrifiées,N.K.,24,J1; J,FR,1212,2023-10-25,2023-10-25,Jemisin,,1
La porte de cristal,N.K.,24,J; J1,FR,1213,2023-10-25,2023-10-25,Jemisin,,1
La cinquième saison,N.K.,24,J; J1,FR,1214,2023-10-25,2023-10-25,Jemisin,,1
Paillettes toxiques et sérum phy,,33; 19,F; E; E4,FR,1216,2023-10-25,2025-02-12,COLLECTIF,,1
LËD,Caryl,24,J,FR,1217,2023-10-25,2023-10-25,Férey,,1
Between perfect & real,Ray,24; 2,J; B,EN,1218,2023-10-25,2023-10-25,Stoeve,,1
SOL,Raluca,24,J,FR,1219,2023-10-25,2023-10-25,Antonescu,,1
Milch lait latte mleko,Ed,24,J,FR,1220,2023-10-25,2023-10-25,Wige,NOUVELLES ; PIVE (PAULETTE),1
Comment sortir du monde,Marouane,24,J,FR,1221,2023-10-25,2023-10-25,Bakhti,,1
Aux Etats-Unis d'Afrique,Abdourahman A.,24,J,FR,1222,2023-10-25,2023-10-25,Waberi,,1
Circé Poèmes d'argile,Margaret,11,K; K2,FR; EN,1223,2023-10-25,2023-10-25,Atwood,,1
CORPS NOIRS,Christelle,21,A2; A,FR,1224,2023-10-25,2023-10-25,Bakima Poundza,,1
Jour de fête,Lea Katharina,11,W; W1,FR; PT,1225,2023-10-25,2023-10-25,MEIER,,1
Show yourself to me,Xan,19; 24,J; E; E4,EN,1226,2023-10-25,2023-10-25,WEST,,1
Violentes,,32,A; A5,FR,1227,2023-10-25,2023-10-25,COLLECTIF,,1
La chair est triste hélas,,33,F; E,FR,1228,2023-10-25,2024-01-04,Ovidie,,1
Out of darkness,Ashley Hope,24,J,EN,1229,2023-10-25,2023-10-25,PÉREZ,,1
"Bi - The hidden culture, history and science of bisexuality",Julia Hope,19,A; A1,EN,1230,2023-10-25,2023-10-25,SHAW,,1
"L'emprise du genre - Masculinité, féminité, inégalité",Ilana,21,A,FR,1231,2023-10-25,2023-10-25,LÖWY,,1
Sous le tapis le pavé - Les violences sexistes dans les milieux militants qui se revendiquent anti-sexistes et anti-autoritaires,,2,B,FR,1232,2023-10-25,2023-10-25,COLLECTIF,,1
vole ce livre,Anthropie,11,K; K2,FR,1233,2023-10-25,2023-10-25,COLLECTIF,,1
Du salaire pour nos transitions,Harry Joséphine,2,B,FR,1234,2023-10-25,2023-10-25,GILES,,1
All boys aren't blue - A memoir manifesto about growing up black and queer,George M.,22,U,EN,1235,2023-10-25,2023-10-25,JOHNSON,,1
Seeing gender - an ilustrated guide to identity and expression,Iris,17,V,EN,1236,2023-10-25,2023-10-25,GOTTLIEB,,1
"Gender Euphoria - stories of joy from trans, non-binary and intersex writers",,22; 2,U; B,EN,1237,2023-10-25,2023-10-25,COLLECTIF,,1
Les gisantes,Coline,7; 11,Z; K; K2,FR,1238,2023-10-25,2023-10-25,FOURNOUT,,1
Oh Hell No! - And other way to set some damn boundaries,,15,A; A5,EN,1239,2023-12-10,2023-12-10,COLLECTIF,,1
Serpents diamants,Amélie,11,W; W1,FR,1240,2023-12-10,2023-12-10,STROBINO,,1
La dérivante,Julie;Céline,11,W; W1,FR,1241,2023-12-10,2023-12-10,GILBERT;MASSON,,1
Reclaim - REcueil de textes écoféministes,,39,A; A3,FR,1242,2023-12-10,2023-12-10,COLLECTIF,,1
La femme traversante,CHUANG,24,J,FR,1243,2023-12-10,2023-12-10,HUA,,1
La réfractaire - 85 ans d'anarchie,May,22; 25,U; Z,FR,1244,2023-12-10,2023-12-10,PICQUERAY,anarchisme,1
Cartographie de l'amour décolonial,Leanne Betasamosake,24; 20,J; A; A2; A2b,FR,1245,2023-12-10,2023-12-10,SIMPSON,,1
Huriya,,24; 22; 19,J; U; E; E1,FR,1246,2023-12-10,2024-03-18,Huriya,,1
Anthologie douteuses (2010 - 2020),Elodie; Marguerin,10,K; K2:V,FR,1247,2023-12-10,2023-12-10,PETIT; LE LOUVIER,,1
Technopolice: défaire le rêve sécuritaire de la safe city,Claire,13,Q; Z,FR,1248,2023-12-10,2023-12-10,RICHARD,"antirép, acab, lutte urbaine",1
Beatriz et les corps célestes,Lucìa,24,J,FR,1249,2023-12-10,2023-12-10,ETXEBARRIA,,1
"Detransition, baby",Torrey,24; 2,J; B; H,FR,1250,2023-12-10,2024-10-09,PETERS,,1
Cet exécrable corps - Dissection de la grossophobie internalisée,Eli,6,E; E3,FR,1251,2023-12-10,2023-12-10,SAN,,1
Pas pleurer,Lydie,24,J,FR,1252,2023-12-10,2023-12-10,SALVAYRE,,2
Autoportrait au Roitelet,Emily,22,U; K; K2,FR,1253,2023-12-10,2023-12-10,DICKINSON,,1
"Trans/love - Radical sex, love and relationships beyond the gender binary",,33; 18; 2,E; F,EN,1254,2023-12-10,2023-12-10,COLLECTIF,,1
Radio it yourself - Petit manuiel technique d'autonomie radiophonique,,8,P; P1,FR,1255,2023-12-10,2023-12-10,Anonyme,,1
"Nénuphar femme sioux, Fille du grand peuple Dakota",Ella Cara,24,J; A; A2; A2b,FR,1256,2023-12-10,2023-12-10,DELORIA,,1
To be taught if fortunate,Becky,24,J:J1,EN,1257,2023-12-10,2023-12-10,CHAMBERS,on a en FR et EN,1
Décroissance sexuelle,Julie,11,W; W2,FR,1258,2023-12-10,2023-12-10,DELPORTE,,1
Les laides otages - Les herbes rouges,Josée,24; 10,J; K; K2,FR,1259,2023-12-10,2023-12-10,YVON,,1
Mes étoiles noires - De Lucy à Barack Obama,Lilian,16,V,FR,1260,2023-12-10,2023-12-10,THURAM,,1
La puissance féministe ou le désir de tout changer,Verònica,16,A; A2,FR,1261,2023-12-10,2023-12-10,GAGO,,1
Entre deux terres - Trente ans de clandestinité,Arsim,22,U,FR,1262,2023-12-10,2023-12-10,SHARRI,,1
Erotic Islands - Art and activism in the Queer Caribbean,Lyndon K.,11,A; A2; W; W2,EN,1263,2023-12-10,2023-12-10,GILL,,1
"Filles de l'Est, femmes à l'Ouest",,22; 15,U; H; H5,FR,1264,2023-12-10,2023-12-10,COLLECTIF,,1
"Ne nous libérez pas, on s'en charge - Une histoire des féminismes de 1789 à nos jours",Bibia;Florence;Michelle,21,V,FR,1265,2023-12-10,2023-12-10,PAVARD;ROCHEFORT;ZANCARINI-FOURNEL,,1
Hurry up and wait - Queer german Fiction vs. queer Hungarian Reality,Lia; Valerie,11,W; W1,EN; DE,1266,2023-12-10,2023-12-10,VON BLARER;STOLL,,1
Nous vous écrivons depuis la révolution - Récits de femmes internationalistes au rojava,,25,Z,FR,1267,2023-12-10,2023-12-10,COLLECTIF,,1
Depuis qu'il nous ont fait ça...,Aurélie,13,Q; Q1,FR,1268,2023-12-10,2023-12-10,GARAND,,1
Permis de tuer - chronique de l'impunité policière,Samir;Amal; et al,13,Q; Z,FR,1269,2023-12-10,2023-12-10,BAALOUDJ;BENTOUNSI,antirép;acab,
Empowerment et féminisme noir,Joice,20,A; A2,FR,1270,2023-12-10,2023-12-10,BERTH,,1
Lettres d'insurgé.e.s,Sophia;Yarostan,24,J,FR,1271,2023-12-10,2023-12-10,NACHALO;VOCHEK,,1
Viande à viol,Marine,15; 32,A; A4,FR,1272,2023-12-10,2023-12-10,PEYRARD,,1
"Grosse, et alors - Connaître et combattre la grossophobie",Edith,6,E; E3,FR,1273,2024-01-03,2024-01-03,BERNIER,,1
Asexualité - Comprendre l'orientation invisible,Julie Sondra,18,E; E2,FR,1274,2024-01-03,2024-01-03,DECKER,,1
Figures algériennes,Halima,20,V,FR,1275,2024-01-03,2024-01-03,Guerroumi,,1
Anthologie Transfem 1 - ecricre pour les soeurs,,2,B,FR,1276,2024-01-07,2024-01-07,COLLECTIF,,1
Le prix à payer - Ce que le couple hétéro coute aux femmes,Lucile,33,A; O; O2; F5,FR,1277,2024-01-07,2024-01-07,Quillet,,1
Crépuscule du tourment,Léonara,24,J,FR,1278,2024-02-04,2024-02-04,Miano,,1
Tels des astres éteint - roman,Léonora,24,J,FR,1279,2024-02-04,2024-02-04,Miano,,1
La saison de l'ombre,Léonora,24,J,FR,1280,2024-02-04,2024-02-04,Miano,2 exemplaires: 1 broché; 1 poche,2
"My DAD thinks I'm a Boy ?! Sometimes, adults are confused",Sophie,41,M,EN,1281,2024-02-04,2024-02-04,Labelle,,1
Cruiser l'utopie - l'après et ailleurs de l'advenir queer,José Esteban,19,A; A1,FR,1282,2024-02-04,2024-02-04,Muñoz,,1
Feu ! - Abécédaire des Féminismes présents,,17,V; A,FR,1283,2024-02-04,2024-02-04,COLLECTIF,,1
Mets tes palmes n°6 Décembre 2023,,23,T,FR,1284,2024-02-04,2024-02-04,COLLECTIF,,1
Parcours migratoires LGBTQIA+,RAINBOW SPOT,19; 29; 30,C; A; A2,FR,1285,2024-02-04,2024-02-04,COLLECTIF,,1
Mets tes palmes n°5 Juin 2023,,23,T,FR,1286,2024-02-04,2024-02-04,COLLECTIF,,1
Mimosa,Archie,42,L,EN,1287,2024-02-04,2024-02-04,Bonglovanni,,1
All Crawles are beautiful - Gazette des spores,,39,S; A3,FR,1288,2024-02-04,2024-02-04,COLLECTIF,"Malgrés le titre, le livre est en français",1
Survivre au taf - Stratégies d'autodéfense pour personnes minorisées,Marie,5,O; A5,FR,1289,2024-02-04,2024-02-04,Dasylva,,1
Chienne,Marie-Pier,24,J; H; H3; H5,FR,1290,2024-02-04,2024-02-04,Lafontaine,,1
Pornotopie - Playboy et l'invention de la sexualité multimédia,Paul B.,18,E,FR,1291,2024-03-03,2024-03-03,Preciado,,
Usages de la violence en politique,Carole,27,Q3,FR,1292,2024-03-03,2024-03-03,Villiger,,1
Quiet Fires,Andriniki,10,K; K2; I; I3,EN,1293,2024-03-14,2024-05-01,Mattis,,1
Inheritance,Taylor,10,K; K2; B,EN,1294,2024-03-14,2024-05-01,Johnson,,1
Le genre - expliqué à celles et ceux qui sont perdu-es,Aline,2,A; A1; B,FR,1295,2024-03-14,2024-05-01,Laurent-Mayard,,1
drag king dreams,Leslie,24,J,EN,1296,2024-03-14,2024-05-01,Feinberg,,1
Le pouvoir insidieux du genre,Violaine,22,U; V,FR,1297,2024-03-14,2024-05-01,Dutrop,,1
Cité de la nuit,John,24,J,FR,1298,2024-05-01,2024-05-01,Rechy,,1
"À perte de mère, sur les routes atlantiques de l'esclavage",Saidiya,16,C,FR,1299,2024-05-01,2024-05-01,Hartman,,1
