Titre,Prénoms auteuricexs,Anciennes catégories,Nouvelles catégories,Langues,ID,Créé le,Modifié le,Noms auteuricexs,Commentaires,Nombre exemplaires
Kahlo – 1907 – 1954 -  Souffrance et passion,Andrea,22,U; W,FR,575,2023-01-04,2023-07-19,KETTENMANN,,1
Nell Kimball - Mémoires d’une maîtresse américaine,Nell,22,U; O; O1,FR,576,2023-01-04,2023-07-19,KIMBALL,,1
Un autre monde,Barbara,24,,FR,577,2023-01-04,2023-01-04,KINGSOLVER,,1
Herstory – Histoire(s) des féminismes,Marie; Anna Wanda,21,,FR,578,2023-01-04,2023-01-04,KIRSCHEN; GOGUSEY,,1
Journal d’une combattante – Nouvelles du front de la mondialisation,Naomi,25,,FR,579,2023-01-04,2023-01-04,KLEIN,ESSAI,1
Genre queer – Une autobiographie non-binaire,Maia,2; 19; 22; 42,B; L,FR,580,2023-01-04,2023-01-25,KOBABE,,2
Violences policières; généalogie d’une violence d’état,Michel,13,Q,FR,581,2023-01-04,2023-01-18,KOKOREFF,,1
Homo Sapienne,Niviak,24,,FR,582,2023-01-04,2023-01-04,KORNELIUSSEN,,1
Le grand cahier,Agota,24,,FR,583,2023-01-04,2023-01-04,KRISTOF,,1
Genre et féminismes au Moyen-Orient et au Maghreb,Abir; Amélie,20,A; A2; A2d,FR,584,2023-01-04,2023-01-23,KRÉFA; LE RENARD,,1
Double lumière,Brigitte,24,,FR,585,2023-01-04,2023-01-04,KUTHY SALVI,,1
Femme et noire en Afrique du Sud,Elen,22,U; C,FR,586,2023-01-04,2023-07-19,KUZWAYO,,1
Beau comme une prison qui brûle,,13,Q; Q1,FR,587,2023-01-04,2023-01-11,KYOU,,1
La migration italienne dans la Suisse d’après-guerre,Morena; Sandro; Michel; Christian,29,,FR,588,2023-01-04,2023-01-04,LA BARBA; CATTACIN; ORIS; STOHR,,1
N°6 Juin 2022 - Rire,,23,Z,FR,589,2023-01-04,2023-02-09,LA DÉFERLANTE,,1
N°3 septembre 2021-Se battre,,23,T,FR,590,2023-01-04,2023-02-09,LA DÉFERLANTE,,1
N°5 mars 2022 - Parler,,23,T,FR,591,2023-01-04,2023-02-09,LA DÉFERLANTE,,1
Enjamber la flaque ou se reflète l’enfer,Saoud,10,K,FR,592,2023-01-04,2023-07-12,LABBIZE,,1
Sonnets-Élégies; Débat de folie et d’amour,Louise,10,,FR,593,2023-01-04,2023-01-04,LABÉ,,1
Chavirer,Lola,24,,FR,594,2023-01-04,2023-01-04,LAFON,,1
Mode & fétichisme,Geneviève,18,,FR,595,2023-01-04,2023-01-04,LAFOSSE DAUVERGNE,,1
moi en double,Audrey,6,E; E3,FR,596,2023-01-04,2023-01-11,LAINÉ;NAVIE,,1
Islam et femmes – Les questions qui fâchent,Asma,20,A; A2; A2d,FR,597,2023-01-04,2023-01-23,LAMRABET,,1
La fabrique du sexe - essai sur le corps et le genre en Occident,Thomas,2,A; A1,FR,598,2023-01-04,2023-07-30,LAQUEUR,,1
Paroles de femmes,Josée; Benoîte,31,,FR,599,2023-01-04,2023-01-04,LARTET-GEFFARD (réc.); Groult (pre.),,1
Libère-toi cyborg !,Ian,19,A; A1; J; J1,FR,600,2023-01-04,2023-01-25,LARUE,,1
Reconnaitrans – Témoignages,,19,B; L,FR,601,2023-01-04,2023-01-25,LAURIER THE FOX,,1
Survilo,Olga,42,L; U,FR,602,2023-01-04,2023-07-26,LAVRENTIVA,,1
Séverine; une rebelle; 1855-1929,Evelyne,22; 25,Z,FR,603,2023-01-04,2023-01-11,LE GARREC,,1
Danser au bord du monde – Mots; femmes; territoires,Ursula K.,20,A; A2,FR,604,2023-01-04,2023-01-23,LE GUIN,,1
Le cycle de Hain : La main gauche de la nuit,Ursula K.,24,,FR,605,2023-01-04,2023-01-04,LE GUIN,,2
Le cycle de Terremer III : Contes de Terremer,Ursula K.,24,,FR,606,2023-01-04,2023-01-04,LE GUIN,,1
Le cycle de Hain : Les dépossédés,Ursula K.,24,,FR,607,2023-01-04,2023-01-04,LE GUIN,,1
Le cycle de Terremer II : Tehanu,Ursula K.,24,,FR,608,2023-01-04,2023-01-04,LE GUIN,,1
Terremer,Ursula K.,24,,FR,609,2023-01-04,2023-01-04,LE GUIN,,1
Le cycle de Hain : La cité des illusions,Ursula K.,24,,FR,610,2023-01-04,2023-01-04,LE GUIN,,1
Le cycle de Hain : Le dit d’Aka suivi de Le nom du monde est forêt,Ursula K.,24,,FR,611,2023-01-04,2023-01-04,LE GUIN,,1
L’autre côté du rêve,Ursula K.,24,,FR,612,2023-01-04,2023-01-04,LE GUIN,,1
L’effet churten,Ursula K.,24,,FR,613,2023-01-04,2023-01-04,LE GUIN,,1
Le cycle de Hain : Le monde de Rocannon,Ursula K.,24,,FR,614,2023-01-04,2023-01-04,LE GUIN,,1
Le cycle de Hain : Planète d’exil,Ursula K.,24,,FR,615,2023-01-04,2023-01-04,LE GUIN,,1
Les alouettes,Perrine,10; 28,A; A4; K,FR,616,2023-01-04,2023-01-11,LE QUERREC,,1
Journal d’une grosse qui réfléchit,Françoise,6,,FR,617,2023-01-04,2023-01-04,LECLÈRE,,1
La bâtarde,Violette,22,U,FR,618,2023-01-04,2024-10-09,LEDUC,,1
L’affamée,Violette,24,,FR,619,2023-01-04,2023-01-04,LEDUC,,1
Métisse blanche,Kim,22,U; C,FR,620,2023-01-04,2023-07-19,LEFÈVRE,,1
Affamée,Raven,24; 20; 18,J; B; F; F3,FR,621,2023-01-04,2023-01-23,LEILANI,,1
T’as un joli visage,Shérazade; Céline,6,E; E3,FR,622,2023-01-04,2023-01-11,LEKSIR; SÉGURE,,1
Parlons poil ! - Le corps des femmes sous contrôle,Juliette; Léa,6,,FR,623,2023-01-04,2023-01-04,LENROUILLY; TAIEB,,1
L’abolition de la prison,Jacques,13,Q; Q1,FR,624,2023-01-04,2023-01-18,LESAGE DE LA HAYE,,1
Le cinquième enfant,Doris,24,,FR,631,2023-01-04,2023-01-04,LESSING,,1
Act up - Une histoire,Didier,30,G; G6,FR,632,2023-01-04,2023-07-26,LESTRADE,,1
Une histoire de genres – Guide pour comprendre et défendre les transidentités,,2,B; A; A1,FR,633,2023-01-04,2023-07-30,LEXIE,,1
On ne naît pas mec – Petit traité féministe sur les masculinités,Daisy,37,A; A6,FR,634,2023-01-04,2023-01-11,LETOURNEUR,,1
Confidences,Max,16,C,FR,635,2023-01-04,2023-04-06,LOBE,,1
Je cherche encore ton nom,Patricia,34,H; H1,FR,636,2023-01-04,2023-07-26,LOISON,,1
Le manifeste lesbien,Pauline,19,A,FR,637,2023-01-04,2023-01-25,LONDEIX,,2
Sister outsider – essais et propos sur la poésie; l’érotisme; le racisme; le sexisme;…,Audre,20,A; A2,FR,639,2023-01-04,2023-01-23,LORDE,,1
Zami – une nouvelle façon d’écrire mon nom,Audre,22,U; C,FR,640,2023-01-04,2023-07-19,LORDE,,1
Trop crêpues ?,Aurélie,20,A; A2; A2a,FR,641,2023-01-04,2023-01-23,LOUCHART,,1
Rien à perdre,Chadia,6,,FR,642,2023-01-04,2023-01-04,LOUESLATI,,1
Ça rendait mieux dans ma tête,LOUIZA,42,,FR,643,2023-01-04,2023-01-04,LOUIZA,Pive (PAULETTE),1
Périnée : What the fuck ?!,Aude; Xavier; Anne-Florence,1,,FR,644,2023-01-04,2023-01-04,LOUZÉ; MILLON; LOUZÉ,,1
Dures à cuire - 50 femmes hors du commun qui ont marqué l’histoire,Till,22,U,FR,645,2023-01-04,2023-07-19,LUKAT,,1
Trop n’est pas assez,Ulli,15,U; L,FR,646,2023-01-04,2023-07-12,LUST,"ROMAN GRAPHIQUE, violences sexuelles",1
Oeuvres I - Réforme sociale ou révolution ? Grèves de masses. Parti et syndicats.,Rosa,25,,FR,647,2023-01-04,2023-01-04,LUXEMBOURG,,1
Oeuvres II - Écrits politiques 1917-1918,Rosa,25,,FR,648,2023-01-04,2023-01-04,LUXEMBOURG,,1
Oeuvres III – L’accumulation du capital (I),Rosa,25,,FR,649,2023-01-04,2023-01-04,LUXEMBOURG,,1
De la reine de Saba à Michelle Obama - Africaines; héroïnes d’hier et d’aujourd’hui,Aoua Bocar,20,A; A2; A2a,FR,650,2023-01-04,2023-01-23,LY-TALL,,1
Les femmes et leurs maîtres,Maria A.,21,,FR,651,2023-01-04,2023-01-04,MACCIOCCHI,,1
Que le diable m’emporte,Mary,22,U,FR,652,2023-01-04,2023-07-19,MACLANE,,1
À volonté – Tu t’es vue quand tu manges ?,Gabrielle,6,,FR,653,2023-01-04,2023-01-04,MADEMOISELLE CAROLINE; MATHOU; DEYDIER,,1
Désirer à tout prix,Tal,18; 19; 33,E; E2; F,FR,654,2023-01-04,2023-01-11,MADESTA,,1
Les plantes de la Grèce antique,Joëlle,1,,FR,655,2023-01-04,2023-01-04,MAGNIN-GONZE,ZINE,1
Plantes tinctoriales 1- Chimie des couleurs,Joëlle,1,,FR,656,2023-01-04,2023-01-04,MAGNIN-GONZE,ZINE,1
Ne le dis pas à maman - Les abus d’un père; la trahison d’une mère,Toni,15,U; H; H5,FR,657,2023-01-04,2023-07-12,MAGUIRE,,1
La voie cruelle - Deux femmes; une Ford vers l’Afghanistan,Ella,22,U,FR,658,2023-01-04,2023-07-19,MAILLART,on garde?,1
Les genres fluides - De Jeanne D’Arc aux saintes trans,Clovis,2,B,FR,659,2023-01-04,2023-07-30,MAILLET,,1
Prisonniers du passage,Chowra; Matthieu,42,L; Q; Q1; Q4,FR,660,2023-01-04,2023-07-30,MAKAREMI; PARCIBOULA,,1
Adieu triste amour,Mirion,42,L; F; F5,FR,661,2023-01-04,2023-07-30,MALLE,,1
Commando culotte – Les dessous du genre et de la pop culture,Mirion,42,L,FR,662,2023-01-04,2023-07-26,MALLE,,1
De la chevalerie,Juliette,42,L,FR,663,2023-01-04,2023-07-26,MANCINI,,1
Éveils,Juliette,42,L,FR,664,2023-01-04,2023-07-30,MANCINI,,1
40 LGBT+ qui ont changé le monde,Florent,19,Z,FR,665,2023-01-04,2023-01-25,MANELLI,,1
Être un peuple en diaspora,Richard,16,C,FR,666,2023-01-04,2023-04-06,MARIENSTRAS,,1
Industrie Laitière – une plaie ouverte à suturer ? Regard éthique sur la filière suisse du lait,Virginia,26,,FR,667,2023-01-04,2023-01-04,MARKUS,,1
Dans un gant de fer - La joue gauche,Claire,22,U; A; A4,FR,668,2023-01-04,2023-07-19,MARTIN,,1
Femmes; genre et sociétés – L’état des savoirs,Margaret,21,,FR,670,2023-01-04,2023-01-04,MARUANI (dir.),,1
“Gros” n’est pas un gros mot – chroniques d’une discrimination ordinaire,Daria; Eva,6,,FR,671,2023-01-04,2023-01-04,MARX; PEREZ-BELLO; COLLECTIF GRAS POLITIQUE,,2
L'anatomie politique,Nicole-Claude,21,,FR,672,2023-01-04,2023-01-04,MATHIEU,,1
prostitution; quel est le problème ?,Lilian,4,,FR,673,2023-01-04,2023-01-04,MATHIEU,,1
Les crocodiles,Thomas,15,L; A; A4,FR,674,2023-01-04,2023-07-12,MATHIEU (ill.),ROMAN GRAPHIQUE,2
Règles douloureuses,Kopano,40,,FR,675,2023-01-04,2023-01-04,MATLWA,,1
D’un jour à l’autre s’entrecroisent les temps d’allégresse et de peines,Marguerite,22,U,FR,676,2023-01-04,2023-07-19,MAURER,,1
Sortir du trou et échapper à notre vision étriquée du sexe ; Lever la tête et inventer un nouveau répertoire érotique,Maïa,18,,FR,677,2023-01-04,2023-01-04,MAZAURETTE,,1
L’Afrique au secours de l’Afrique,Sanou,16,C,FR,678,2023-01-04,2023-04-06,MBAYE,,1
Sortir de la grande nuit – Essai sur l’Afrique décolonisée,Achille,16,C,FR,679,2023-01-04,2023-04-06,MBEMBE,ESSAI,1
Réfugié - Une Odyssée africaine,Emmanuel,29,Q; Q4,FR,680,2023-01-04,2023-01-25,MBOLELA,,2
Un père comme tant d’autres,Hermine,20,A; A2; A2a,FR,681,2023-01-04,2023-01-23,MÉFIEUH MEIDO,,1
Romance in marseille,Claude,24,J,FR,682,2023-01-04,2023-01-11,MC KAY,,1
Mutinerie et autres textes d’Ulrike Meinhof – Déclarations et analyses des militants de la fraction armée rouge emprisonnés à Stammheim,Ulrike,13,Q; Q1; Q3,FR,683,2023-01-04,2023-01-18,MEINHOF,,1
Le rire des femmes – Une histoire de pouvoir,Sabine,21,,FR,684,2023-01-04,2023-01-04,MELCHIOR-BONNET,,1
Gianna,Arianna,42,,FR,685,2023-01-04,2023-01-04,MELONE,,1
Histoire des Femmes Philosophes,Gilles,5,O; O3,FR,686,2023-01-04,2023-01-11,MENAGE,,1
Skip,Molly,42,L,FR,687,2023-01-04,2023-07-26,MENDOZA,,1
La vie… vite – Lausanne bouge 1980-1981 : une chronique,Anne-Catherine;,27,,FR,688,2023-01-04,2023-01-04,MENÉTREY; COLLECTIF DE DÉFENSE,,1
Severa,Maria,24,,FR,689,2023-01-04,2023-01-04,MESSINA,,1
Décoloniser le féminisme - Une approche transculturelle,Soumaya,16,A; A2; C,FR,690,2023-01-04,2023-04-06,MESTIRI,,1
La rousseur...pointée du doigt,Charlotte,42,L,FR,691,2023-01-04,2023-01-11,MEVEL,,1
Silencieuse(s),Sibylline; Salomé,15,L; A; A4,FR,692,2023-01-04,2023-07-12,MEYNET; JOLY,,1
Comment devient-on raciste – Comprendre la mécanique de la haine pour mieux s’en préserver,Ismaël; Carole; Evelyne,19; 42,C; L,FR,693,2023-01-04,2023-01-11,MEZIANE; REYNAUD-PALIGOT; HEYER,,1
Afropea – Utopie post-occidentale et post-raciste,Léonora,16,C,FR,694,2023-01-04,2023-04-06,MIANO,ESSAI,1
L’autre langue des femmes,Léonora,20,A; A2; A2a,FR,695,2023-01-04,2023-01-23,MIANO,,1
Rouge impératrice,Léonora,16; 24,,FR,696,2023-01-04,2023-01-04,MIANO,,1
Dora 1 – Chasseuse de nazis,,42,L,FR,697,2023-01-04,2023-07-26,MINAVERRY,,1
Dora 2 – L’année suivante à Bobigny,,42,L,FR,698,2023-01-04,2023-07-26,MINAVERRY,,1
Dora 3 – Malenki Sukole; une berceuse polonaise,,42,L,FR,699,2023-01-04,2023-07-26,MINAVERRY,,1
Dora 4 – Amsel; Vogel; Hahn,,42,L,FR,700,2023-01-04,2023-07-26,MINAVERRY,,1
Les passeurs de livre de Daraya,Delphine,36,Z,FR,702,2023-01-04,2023-04-06,MINOUI,Tri?,1
Vivre près des tilleuls,Esther; L’AJAR,24,,FR,703,2023-01-04,2023-01-04,MONTANDON; COLLECTIF (ed.),,1
B.A.B.A. du sexe entre meufs et personnes queer,Allison,18,E; E4,FR,704,2023-01-04,2023-01-11,MOON,,1
Pour une éducation épicène,Thérèse,12,,FR,705,2023-01-04,2023-01-04,MOREAU,GUIDE PRATIQUE,1
L’origine des autres,Toni,16,C,FR,706,2023-01-04,2023-04-06,MORRISON,ESSAI,1
The origin of others,Toni,16,C,FR,707,2023-01-04,2023-04-06,MORRISON,ESSAI,1
Avec; sans ou contre – Critiques queers;féministes de l’État,Cornelia; Marion,25,,FR,708,2023-01-04,2023-01-04,MÖSER; TILLOUS,,1
Ce qui est affreux dans l’amour,Nicole,24,,FR,709,2023-01-04,2023-01-04,MÜLLER,,1
Salut à toi; lionne noire,Zanele; Somnyama,11; 19; 20,A; A2; C; Z,FR,710,2023-01-04,2023-01-11,MUHOLI; NGONYAMA,,1
Autre,Maël,42,L,FR,711,2023-01-04,2023-07-30,NAHON,,2
Ombre – Le mal fait aux femmes,Isabelle,21,,FR,712,2023-01-04,2023-01-04,NAIL,,1
Femmes; manifestez-vous!,Taslima,20,A; A2; A2d,FR,713,2023-01-04,2023-01-23,NASREEN,,1
La geste des irréguliers – Sans papiers sur les routes de France,Métie,29,Q; Q4,FR,714,2023-01-04,2023-01-25,NAVAJO,,1
Faiseurs d’histoires,Dina,24,J,FR,715,2023-01-04,2023-01-11,NAYERI,,1
L’amande,,22,U,FR,716,2023-01-04,2023-07-19,NEDJMA,,1
Les argonautes,Maggie,24,J,FR,717,2023-01-04,2023-01-11,NELSON,,1
Fem,Joan,24; 19; 21,J; A; A1; E; E4; F5,FR,718,2023-01-04,2023-09-06,NESTLE,,1
Chère Ijeawele; ou un manifeste pour une éducation féministe,Chimamanda,20,A; A2,FR,719,2023-01-04,2023-01-11,NGOZI ADICHIE,,2
The thing around your neck,Chimamanda,24,,FR,720,2023-01-04,2023-01-04,NGOZI ADICHIE,,1
L’autre moitié du soleil,Chimamanda,24,,FR,721,2023-01-04,2023-01-04,NGOZI ADICHIE,,1
Une sorcière des temps modernes – Le self-help et le mouvement femmes et santé,Rina,1,,FR,722,2023-01-04,2023-01-04,NISSIM,,1
Mamamélis - Manuel de gynécologie naturopathique à l’usage des femmes,Rina,1,,FR,723,2023-01-04,2023-01-04,NISSIM,,1
Journal intime d’une féministe noire,Axelle Jah,20,A; A2; A2a,FR,724,2023-01-04,2023-01-23,NJIKE,,1
Et maintenant le pouvoir – un horizon politique afroféministe,Fania,16; 22; 20,A; A2; A2a; C,FR,725,2023-01-04,2023-04-06,NOEL,,2
Douze ans d’esclavage,Solomon,16; 22,C; U,FR,726,2023-01-04,2023-04-06,NORTHUP,,1
Fétichisme postmoderne,Émilie,18,E,FR,727,2023-01-04,2023-01-11,NOTÉRIS,,1
Volume 21  n1 (2002) ; NQF change!,,23,,FR,728,2023-01-04,2023-01-04,NOUVELLES QUESTIONS FÉMINISTES,,2
Volume 29 n3 (2010) ; La sexualité des femmes : le plaisir contraint,,23,,FR,729,2023-01-04,2023-01-04,NOUVELLES QUESTIONS FÉMINISTES,,2
Ekifire,Frédérique,19,E; E4; Z,FR,730,2023-01-04,2023-01-25,NOY,,1
Le pays des merveilles,Joyce Carol,24,,FR,732,2023-01-04,2023-01-04,OATES,,1
Le livre de phénix,Nnedi,24,J,FR,733,2023-01-04,2023-01-11,OKORAFOR,,1
Qui a peur de la mort ?,Nnedi,24,,FR,734,2023-01-04,2023-01-04,OKORAFOR,,2
Purge,Sofi,24,,FR,735,2023-01-04,2023-01-04,OKSANEN,,1
Histoire d’une sans-papier - Traversée du désert de Sonora - Arizona,Ilka,29,Q; Q4; U,FR,736,2023-01-04,2023-01-25,OLIVA CORADO,,1
La laveuse de mort,Sara,24,,FR,737,2023-01-04,2023-01-04,OMAR,,1
Avec le corps qu’elle a…,Christine,24,,FR,738,2023-01-04,2023-01-04,ORBAN,,1
Le train des italiennes,Giovanni,24,,FR,739,2023-01-04,2023-01-04,ORELLI,,1
La puissance des mères,Fatima,40,,FR,740,2023-01-04,2023-01-04,OUASSAK,,1
Ouagadougou pressé,Roukiata; Aude,42,L,FR,741,2023-01-04,2023-01-04,OUEDRAOGO; MASSOT,,1
Ce que je sais de Vera Candida,Véronique,24,,FR,742,2023-01-04,2023-01-04,OVALDE,,1
Le sommeil des poissons,Véronique,24,,FR,743,2023-01-04,2023-01-04,OVALDE,,1
Porno Manifesto,,18,,FR,744,2023-01-04,2023-01-04,OVIDIE,,1
Libres ! - Manifeste pour s’affranchir des diktats sexuels,,18,,FR,745,2023-01-04,2023-01-04,OVIDIE; DIGLEE,,1
Baiser après #METOO – Lettres à nos amants foireux,,18,,FR,746,2023-01-04,2023-01-04,OVIDIE; DIGLEE,,1
Les coeurs insolents,Audrey,42,L,FR,747,2023-01-04,2023-07-30,OVIDIE; LAINÉ,,1
Féminismes & pop culture,Jennifer,20,A; A2; A2a,FR,748,2023-01-04,2023-01-23,PADJEMI,,1
Numéro 5 printemps 2020,,23,Z,FR,749,2023-01-04,2023-01-11,PANTHÈRE PREMIÈRE,,1
Le système de genre – Introduction aux concepts et théories,Lorena,21,,FR,750,2023-01-04,2023-01-04,PARINI,,1
N°4 Nos enfances (printemps 2022),,23,Z,FR,752,2023-01-04,2023-01-11,PD LA REVUE,,1
Électrocuter une éléphante,Bruno,24,J,FR,753,2023-01-04,2023-10-25,PELLEGRINO,NOUVELLE ; PIVE (PAULETTE),1
Corps noirs et médecins blancs,Delphine,16; 30,C; G; G7,FR,754,2023-01-04,2023-01-11,PEIRETTI-COURTIS,,1
Homosexualité – Dix clés pour comprendre; vingt textes à découvrir,Bruno,19,A; E; E4,FR,755,2023-01-04,2023-01-13,PERREAU,,1
Khalat,Giulia,36,L; Z,FR,756,2023-01-04,2023-04-06,PEX,Internationalisme,1
De l’autre coté,Coline,42,L,FR,757,2023-01-04,2023-07-30,PICAUD,,1
Disgrazia!,Coline,42,L,FR,758,2023-01-04,2023-07-30,PICAUD,,1
Pédale !,Ludovic,42,L; E; E4,FR,759,2023-01-04,2023-07-30,PIETU; JIKA,,1
Femmes qui courent avec les loups - Histoire et mythes de l’archétype de la femme sauvage,Clarissa,39,,FR,760,2023-01-04,2023-01-04,PINKOLA ESTÉS,,1
Jeux et enjeux de mémoire à Gaza,Christine,16,C,FR,761,2023-01-04,2023-04-06,PIRINOLI,,1
On s’y fera,Zoyâ,24,,FR,762,2023-01-04,2023-01-04,PIRZÂD,,1
Jouissance Club – Une cartographie du plaisir – Edition de luxe,Jüne,18,,FR,763,2023-01-04,2023-01-04,PLA,,1
Le grand marin,Catherine,24,,FR,764,2023-01-04,2023-01-04,POULAIN,,1
Les femmes au moyen âge,Eileen,21,,FR,765,2023-01-04,2023-01-04,POWER,,1
La femme unidimensionnelle,Nina,21,,FR,766,2023-01-04,2023-01-04,POWER,,1
De l’enfant utile à l’enfant précieux - Filles et garçons dans les cantons de Vaud et Fribourg (1860 - 1930),Anne-Françoise,12,,FR,768,2023-01-04,2023-01-04,PRAZ,,1
Un appartement sur Uranus - Chroniques de la traversée,Paul B.,2,A; A1,FR,769,2023-01-04,2023-07-30,PRECIADO,,1
Pouliches; moi – Poèmes érotiques contre l’hétéronormativité,Tania,10,,FR,770,2023-01-04,2023-09-06,PRINCESSE LAMARCHE; MARIA ELISA,,2
Long manteau blanc,Chryssoxéni,24,J,FR,771,2023-01-04,2023-10-25,PROKOPAKI,NOUVELLES ; PIVE (PAULETTE),1
La soupe aux cailloux,Martine,24,,FR,772,2023-01-04,2023-01-04,PROVIS,,1
Mythologies et légendes queer – Spiritualité et culture LGBT+ à travers le monde,Tomas,39,Z,FR,773,2023-01-04,2023-01-11,PROWER,,1
Le corps aujourd'hui,Isabelle,6,,FR,774,2023-01-04,2023-01-04,QUEVAL,ESSAI,1
Baume du Tigre,Lucie,42,L,FR,775,2023-01-04,2023-07-30,QUÉMÉNER,,1
Intellectuelles – Du genre en histoire des intellectuels,Nicole; Michel,21,,FR,776,2023-01-04,2023-01-04,RACINE (dir.); TREBITSCH,,1
Syngué sabour - Pierre de patience,Atiq,24,,FR,777,2023-01-04,2023-01-04,RAHIMI,,1
Corps public,Mathilde; Camille,42,L,FR,778,2023-01-04,2023-07-30,RAMADIER; ULRICH,,1
La culture gaie et lesbienne,Anne et Marie,19,A,FR,779,2023-01-04,2023-01-25,RAMBACH,,1
Coupable,Betts,10; 13,,FR,780,2023-01-04,2023-01-04,REGINALD DWAYNE,,1
En finir avec la culture du viol,Noémie,15,A; A4; P,FR,781,2023-01-04,2023-07-12,RENARD,violences sexuelles,1
N12 Guyane – Trésors et conquêtes,,23,,FR,782,2023-01-04,2023-01-04,REVUE Z,,2
N8 Venissieux,,23,,FR,783,2023-01-04,2023-01-04,REVUE Z,,2
Heureux les heureux,Yasmina,24,,FR,784,2023-01-04,2023-01-04,REZA,,1
Chroniques sur le féminisme noir,Djamila,20,A; A2; A2a; E; E4,FR,785,2023-01-04,2023-01-23,RIBEIRO,,1
La place de la parole noire,Djamila,20,A; A2; A2a; E; E4,FR,786,2023-01-04,2023-01-23,RIBEIRO,,1
Les corps abstinents - “J’ai discuté avec celles et ceux qui comme moi ne font plus l’amour.”,Emmanuelle,18,,FR,787,2023-01-04,2023-01-04,RICHARD,,1
J’ai le sida je veux vivre - L’histoire de Ketty,Marianne; Henri-Charles,30,,FR,788,2023-01-04,2023-01-04,RICHARD; TAUXE,,1
Profession : infirme,Claudine,14,,FR,789,2023-01-04,2023-01-04,RICHOZ,,1
Nuages dans la main,Alice,24,,FR,790,2023-01-04,2023-01-04,RIVAZ,,1
Juste une endométriose,Fanny,42; 30,L; G; G3,FR,791,2023-01-04,2023-07-26,ROBIN; MAY FAIT DES GRIBOUILLIS,,1
Décris-Ravage : Premier épisode: Décrire L’Égypte; Ravager la Palestine,Adeline,42,L,FR,792,2023-01-04,2023-07-30,ROSENSTEIN; BALADI,,2
Décris-Ravage : Deuxième épisode : Décrire L’empire ottoman autour de 1830,Adeline,42,L,FR,793,2023-01-04,2023-07-30,ROSENSTEIN; BALADI,,1
Décris-Ravage : Troisième épisode : Décrire et inventer la terre sainte,Adeline,42,L,FR,794,2023-01-04,2023-07-30,ROSENSTEIN; BALADI,,1
De l’insulte aux femmes,Laurence,31,A; Z,FR,795,2023-01-04,2023-01-16,ROSIER,ESSAI,1
Une antigone à Kandahar,Joydeep,24,,FR,796,2023-01-04,2023-01-04,ROY-BHATTACHARYA,,1
Sexualités; identités et corps colonisés – XV siècle – XXI siècle,Tiffany,16,C; E,FR,797,2023-01-04,2023-04-06,ROUX (COORD.),,1
Face à Face,Maeva; Anisa,42,L,FR,798,2023-01-04,2023-01-11,RUBLI; ALREFAI ROOMIEH,,1
“Deux enfants c’est déjà pas mal”,Caroline,40,,FR,799,2023-01-04,2023-01-04,RUSTERHOLZ,,1
Aliénor d’Aquitaine,Pernoud,22,U,FR,800,2023-01-04,2023-07-19,RÉGINE,on garde?,1
Mythes et meufs,Blanche,39; 42,K,FR,801,2023-01-04,2023-01-11,SABBAH,,1
Palestine,Joe,42,L,FR,802,2023-01-04,2023-07-30,SACCO,,1
Violences conjugales – Une défi pour la parentalité,Karen,40,,FR,803,2023-01-04,2023-01-04,SADLIER (dir.);,,1
L’Autre – regards psychosociaux,Margarita; Laurent,16,C,FR,806,2023-01-04,2023-04-06,SANCHEZ-MAZAS (dir.); LICATA (dir.),Collectif,1
L’art de la joie,Goliarda,24,,FR,807,2023-01-04,2023-01-04,SAPIENZA,,1
L’astragale,Albertine,24,,FR,808,2023-01-04,2023-01-04,SARRAZIN,,1
Ismahane – L’intégrale,Christophe,36,,FR,809,2023-01-04,2023-01-04,SASHA; GIRARD,,1
No Sex – Avoir envie de ne pas faire l’amour,Peggy,18,,FR,810,2023-01-04,2023-01-04,SASTRE,,1
Poulet aux prunes,Marjane,42,L; Z,FR,811,2023-01-04,2023-07-30,SATRAPI,"mort, deuil, suicide",2
Les luttes des putes,Thierry,4,,FR,812,2023-01-04,2023-01-04,SCHAFFAUSER,,2
Travail féminin : retour a l’ordre ! - L’offensive contre le travail des femmes durant la crise économique des années 1930,Céline,5,,FR,813,2023-01-04,2023-01-04,SCHOENI,,1
Pluie et vent sur Télumée Miracle,Simone,24,,FR,814,2023-01-04,2023-01-04,SCHWARZ-BART,,1
Loin de New- York,Annemarie,22,U; D,FR,815,2023-01-04,2023-07-19,SCHWARZENBACH,,1
Le refuge des cimes,Annemarie,24,,FR,816,2023-01-04,2023-01-04,SCHWARZENBACH,,1
Frauenstreik – Ein Anfang… Hintergrund; Porträts; Interviews,Elfie,27,,FR,817,2023-01-04,2023-01-04,SCHÖPF,,1
Ali Aarrass,Manu,13,L; Q,FR,818,2023-01-04,2023-07-30,SCORDIA,,1
Superstars,Ann,24,,FR,819,2023-01-04,2023-01-04,SCOTT,,1
Balai de sorcière,Lawrence,16; 24,,FR,820,2023-01-04,2023-01-04,SCOTT,,1
Annemarie Schwarzenbach ou le mal de l’Europe,Dominique Laure,22,U,FR,821,2023-01-04,2023-07-19,MIERMONT,,1
Salope !,Coline de.,15,A; A4,FR,822,2023-01-04,2023-07-12,SENARCLENS,slutshaming,2
Where did you sleep last night ? - A personal history,Danzy,22,U,EN,823,2023-01-04,2023-07-19,SENNA,,1
